4194304,1,0.696819
4194304,1,0.67114
4194304,1,0.700756
4194304,1,0.687181
4194304,1,0.686146
4194304,1,0.687083
4194304,1,0.696912
4194304,1,0.658312
4194304,1,0.68028
4194304,1,0.663946
4194304,1,0.698134
4194304,1,0.658366
4194304,1,0.759998
4194304,1,0.708305
4194304,1,0.677053
4194304,1,0.69794
4194304,1,0.68479
4194304,1,0.6623
4194304,1,0.706443
4194304,1,0.682053
4194304,1,0.683925
4194304,1,0.666659
4194304,1,0.663708
4194304,1,0.649713
4194304,1,0.661128
4194304,1,0.651993
4194304,1,0.681312
4194304,1,0.670367
4194304,1,0.662534
4194304,1,0.682281
4194304,1,0.673981
4194304,1,0.656437
4194304,1,0.673454
4194304,1,0.698701
4194304,1,0.654721
4194304,1,0.666149
4194304,1,0.660913
4194304,1,0.685791
4194304,1,0.652061
4194304,1,0.654801
4194304,1,0.690153
4194304,1,0.671809
4194304,1,0.672838
4194304,1,0.660372
4194304,1,0.764344
4194304,1,0.759435
4194304,1,0.823375
4194304,1,0.72155
4194304,1,0.697331
4194304,1,0.69447
4194304,2,0.391678
4194304,2,0.40339
4194304,2,0.37837
4194304,2,0.384304
4194304,2,0.378631
4194304,2,0.397327
4194304,2,0.366043
4194304,2,0.395085
4194304,2,0.37795
4194304,2,0.37065
4194304,2,0.37739
4194304,2,0.368453
4194304,2,0.386864
4194304,2,0.386972
4194304,2,0.364534
4194304,2,0.390332
4194304,2,0.378376
4194304,2,0.457732
4194304,2,0.375986
4194304,2,0.383889
4194304,2,0.379083
4194304,2,0.370738
4194304,2,0.382524
4194304,2,0.369295
4194304,2,0.38917
4194304,2,0.370698
4194304,2,0.374309
4194304,2,0.385545
4194304,2,0.408602
4194304,2,0.403203
4194304,2,0.373972
4194304,2,0.38741
4194304,2,0.389955
4194304,2,0.374958
4194304,2,0.407601
4194304,2,0.420249
4194304,2,0.415239
4194304,2,0.515949
4194304,2,0.450734
4194304,2,0.468648
4194304,2,0.454915
4194304,2,0.484117
4194304,2,0.490007
4194304,2,0.474657
4194304,2,0.431049
4194304,2,0.43825
4194304,2,0.452627
4194304,2,0.501975
4194304,2,0.616741
4194304,2,0.495914
4194304,4,0.55917
4194304,4,0.577851
4194304,4,0.567602
4194304,4,0.446469
4194304,4,0.452898
4194304,4,0.476917
4194304,4,0.429586
4194304,4,0.52088
4194304,4,0.454415
4194304,4,0.51804
4194304,4,0.578662
4194304,4,0.542308
4194304,4,0.522645
4194304,4,0.57771
4194304,4,0.509568
4194304,4,0.462104
4194304,4,0.490752
4194304,4,0.543732
4194304,4,0.458871
4194304,4,0.553289
4194304,4,0.576528
4194304,4,0.551438
4194304,4,0.431115
4194304,4,0.448668
4194304,4,0.47243
4194304,4,0.412548
4194304,4,0.446619
4194304,4,0.431713
4194304,4,0.441117
4194304,4,0.412526
4194304,4,0.412242
4194304,4,0.424768
4194304,4,0.447786
4194304,4,0.497031
4194304,4,0.429525
4194304,4,0.402777
4194304,4,0.37838
4194304,4,0.378596
4194304,4,0.413986
4194304,4,0.394665
4194304,4,0.385833
4194304,4,0.405715
4194304,4,0.400703
4194304,4,0.388833
4194304,4,0.400235
4194304,4,0.445097
4194304,4,0.407125
4194304,4,0.389082
4194304,4,0.415317
4194304,4,0.400109
4194304,8,0.451084
4194304,8,0.454254
4194304,8,0.471816
4194304,8,0.469745
4194304,8,0.441128
4194304,8,0.493478
4194304,8,0.487146
4194304,8,0.450778
4194304,8,0.460517
4194304,8,0.429514
4194304,8,0.495501
4194304,8,0.455918
4194304,8,0.466345
4194304,8,0.497687
4194304,8,0.490287
4194304,8,0.467559
4194304,8,0.465125
4194304,8,0.692024
4194304,8,0.525586
4194304,8,0.490878
4194304,8,0.472437
4194304,8,0.485556
4194304,8,0.469546
4194304,8,0.454794
4194304,8,0.465811
4194304,8,0.457834
4194304,8,0.475419
4194304,8,0.445905
4194304,8,0.450723
4194304,8,0.470678
4194304,8,0.462414
4194304,8,0.499385
4194304,8,0.469431
4194304,8,0.450257
4194304,8,0.477039
4194304,8,0.426491
4194304,8,0.469634
4194304,8,0.486279
4194304,8,0.470998
4194304,8,0.495161
4194304,8,0.510383
4194304,8,0.510511
4194304,8,0.470056
4194304,8,0.467429
4194304,8,0.466711
4194304,8,0.450392
4194304,8,0.431565
4194304,8,0.466957
4194304,8,0.483664
4194304,8,0.454543
