4096,0.000140321
4096,0.000142478
4096,0.000136348
4096,0.000138134
4096,0.00013766
4096,0.00013671
4096,0.000136562
4096,0.000154442
4096,0.000154151
4096,0.000138263
4096,0.000159194
4096,0.000147231
4096,0.000136813
4096,0.000137068
4096,0.000153481
4096,0.000136462
4096,0.000136384
4096,0.000144225
4096,0.000136768
4096,0.000139122
4096,0.000153719
4096,0.000138845
4096,0.000136407
4096,0.000136395
4096,0.000136941
4096,0.000136113
4096,0.000136294
4096,0.000137037
4096,0.0001894
4096,0.000136584
4096,0.000136179
4096,0.00018361
4096,0.000136461
4096,0.000136177
4096,0.00014984
4096,0.00013619
4096,0.000144767
4096,0.00013765
4096,0.000136415
4096,0.000138718
4096,0.000136883
4096,0.000137257
4096,0.000156078
4096,0.000137215
4096,0.000136731
4096,0.000137125
4096,0.000137013
4096,0.00015402
4096,0.000137708
4096,0.000136571
16384,0.000615547
16384,0.00062349
16384,0.000618691
16384,0.000621757
16384,0.000617561
16384,0.000704673
16384,0.000628618
16384,0.000622812
16384,0.000628476
16384,0.000623658
16384,0.000617524
16384,0.000615051
16384,0.000619042
16384,0.000620854
16384,0.000618438
16384,0.000628537
16384,0.00061802
16384,0.000619581
16384,0.000657415
16384,0.00062281
16384,0.000621083
16384,0.000670325
16384,0.000633968
16384,0.000616432
16384,0.000618712
16384,0.000629569
16384,0.000620474
16384,0.000676358
16384,0.000629056
16384,0.000640842
16384,0.000680927
16384,0.000621123
16384,0.00062141
16384,0.000675595
16384,0.000764489
16384,0.000649146
16384,0.000666027
16384,0.000636581
16384,0.000652373
16384,0.000672916
16384,0.000684956
16384,0.000673696
16384,0.000665562
16384,0.000736596
16384,0.000716546
16384,0.000762668
16384,0.000687198
16384,0.000627624
16384,0.000769489
16384,0.000658865
65536,0.00299473
65536,0.00326451
65536,0.00326825
65536,0.00320738
65536,0.00329427
65536,0.00329687
65536,0.00344149
65536,0.00306176
65536,0.00335849
65536,0.00314329
65536,0.00327581
65536,0.00322649
65536,0.00324342
65536,0.00328786
65536,0.00321071
65536,0.00322945
65536,0.00312688
65536,0.00321676
65536,0.00318612
65536,0.00317339
65536,0.00317822
65536,0.00305142
65536,0.00307211
65536,0.00320272
65536,0.0028998
65536,0.0030963
65536,0.00288135
65536,0.00307847
65536,0.00304773
65536,0.00308805
65536,0.00291977
65536,0.00324623
65536,0.00292881
65536,0.00288509
65536,0.0029616
65536,0.00293993
65536,0.00284129
65536,0.00283638
65536,0.00295964
65536,0.00306646
65536,0.00283873
65536,0.00300649
65536,0.00292994
65536,0.00284388
65536,0.00286062
65536,0.00282861
65536,0.00285236
65536,0.00286909
65536,0.00285096
65536,0.00282485
262144,0.0130014
262144,0.0138322
262144,0.0146271
262144,0.0138427
262144,0.0126856
262144,0.0127292
262144,0.0126543
262144,0.0135691
262144,0.0138462
262144,0.0128427
262144,0.0130842
262144,0.0126747
262144,0.0125843
262144,0.013123
262144,0.0129684
262144,0.012981
262144,0.0126623
262144,0.0128977
262144,0.0133614
262144,0.013893
262144,0.0133296
262144,0.0126218
262144,0.0127599
262144,0.0128947
262144,0.0129942
262144,0.0127861
262144,0.0127026
262144,0.0126658
262144,0.0134382
262144,0.0146095
262144,0.0134242
262144,0.0137457
262144,0.0130009
262144,0.0132216
262144,0.0131485
262144,0.0127484
262144,0.0126781
262144,0.013074
262144,0.0136065
262144,0.0128563
262144,0.0126145
262144,0.0133589
262144,0.0127623
262144,0.0133139
262144,0.0137096
262144,0.0136222
262144,0.0130499
262144,0.0130862
262144,0.0136536
262144,0.01286
1048576,0.0623361
1048576,0.0631402
1048576,0.0588107
1048576,0.0628438
1048576,0.0675722
1048576,0.0680948
1048576,0.0629505
1048576,0.0599313
1048576,0.0606616
1048576,0.0623451
1048576,0.0609307
1048576,0.0607294
1048576,0.0616689
1048576,0.0620235
1048576,0.0619884
1048576,0.0673202
1048576,0.0648799
1048576,0.0627127
1048576,0.0609837
1048576,0.0617338
1048576,0.0601417
1048576,0.0603874
1048576,0.0607296
1048576,0.0612772
1048576,0.0616863
1048576,0.0613642
1048576,0.0624531
1048576,0.0580423
1048576,0.0620954
1048576,0.0631052
1048576,0.0591934
1048576,0.0630992
1048576,0.0596495
1048576,0.0583286
1048576,0.0596481
1048576,0.0590478
1048576,0.0637483
1048576,0.0601226
1048576,0.0615196
1048576,0.0589556
1048576,0.0612651
1048576,0.0582646
1048576,0.0615999
1048576,0.0626701
1048576,0.0580698
1048576,0.0606698
1048576,0.0576816
1048576,0.0629371
1048576,0.0572714
1048576,0.0623508
4194304,0.269405
4194304,0.270887
4194304,0.26407
4194304,0.276229
4194304,0.276834
4194304,0.282225
4194304,0.265936
4194304,0.278886
4194304,0.268582
4194304,0.268359
4194304,0.271264
4194304,0.265974
4194304,0.27782
4194304,0.270247
4194304,0.267017
4194304,0.276678
4194304,0.268504
4194304,0.273479
4194304,0.270626
4194304,0.26228
4194304,0.267511
4194304,0.264652
4194304,0.27779
4194304,0.27285
4194304,0.258482
4194304,0.270061
4194304,0.268774
4194304,0.265166
4194304,0.274934
4194304,0.26686
4194304,0.259239
4194304,0.271354
4194304,0.268817
4194304,0.264101
4194304,0.262455
4194304,0.268928
4194304,0.262688
4194304,0.268731
4194304,0.264181
4194304,0.267399
4194304,0.262589
4194304,0.271893
4194304,0.268507
4194304,0.268745
4194304,0.271002
4194304,0.273683
4194304,0.268374
4194304,0.266928
4194304,0.278883
4194304,0.265575
16777216,1.16909
16777216,1.15157
16777216,1.16896
16777216,1.14347
16777216,1.19658
16777216,1.15443
16777216,1.17878
16777216,1.16449
16777216,1.18303
16777216,1.15642
16777216,1.15848
16777216,1.22841
16777216,1.16105
16777216,1.18349
16777216,1.16421
16777216,1.20311
16777216,1.15883
16777216,1.19549
16777216,1.18992
16777216,1.23258
16777216,1.26745
16777216,1.24996
16777216,1.22991
16777216,1.26433
16777216,1.2595
16777216,1.27392
16777216,1.24517
16777216,1.2508
16777216,1.22982
16777216,1.25285
16777216,1.22664
16777216,1.25258
16777216,1.20562
16777216,1.16007
16777216,1.17349
16777216,1.17278
16777216,1.17644
16777216,1.19071
16777216,1.17401
16777216,1.19061
16777216,1.17053
16777216,1.20398
16777216,1.17946
16777216,1.15945
16777216,1.16714
16777216,1.15653
16777216,1.15128
16777216,1.15463
16777216,1.14817
16777216,1.18925
